id,section,domain,skill,test_name,issues,text_preview
597055d1-751c-4b9f-ad18-b9714acb7944_13,Reading and Writing,Problem-Solving and Data Analysis,Evaluating Statistical Claims,November 2024 US Form B SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which choice most logically completes the text? Prolonged exposure to anthropogenic noise (sounds from human sources like traffic or mining) can affect animals, as Matthew A. Wale and colleagues found in a 2013 study of "
e5001da0-8895-4b72-8d22-da29586dc907_2,Math,Information and Ideas,Command of Evidence,November 2024 US Form B SAT Math Module 2,subject_domain_mismatch;subject_skill_mismatch,"The table gives the number of hours, h, of labor and a plumber's total charge f(h), in dollars, for two different jobs. There is a linear relationship between h and f(h). Which equation represents this relationship?"
4dc81965-4d7d-41a3-a149-fdc37cafa647_9,Reading and Writing,Advanced Math,Equivalent Expressions,November 2025 International Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"According to the text, what is someone who professionally evaluates books called? *Seesaw Girl* was Linda Sue Park's debut novel. It was published in 1999. A debut novel is the first book that an author has published. De"
cbcab067-83b3-42f4-b90f-cbe6ff582f01_7,Reading and Writing,Problem-Solving and Data Analysis,One-Variable Data,November 2025 International Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,What does the text most directly suggest about translation apps? Linguist John McWhorter asserts that translation apps for smartphones and computers are—despite generally failing to convey many nuances—increasingly obvia
cbcab067-83b3-42f4-b90f-cbe6ff582f01_8,Reading and Writing,Problem-Solving and Data Analysis,One-Variable Data,November 2025 International Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,Information in the text best supports which statement about Mohol bushbabies? Optimal foraging theory (OFT) holds that animals' foraging behaviors reflect cost-benefit trade-offs that vary by species and with dynamic eco
62bf03b6-2f6e-4c65-9e55-3e67dca0934b_6,Reading and Writing,Algebra,Linear Functions,November 2025 International Form B SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which choice best describes the function of the underlined portion in the text as a whole? Adult glass eels can be found off the coast of Maine, but the eels begin their lives in the Sargasso Sea, a biodiverse area in th"
62bf03b6-2f6e-4c65-9e55-3e67dca0934b_9,Reading and Writing,Geometry and Trigonometry,Area and Volume,November 2025 International Form B SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, what is the most likely reason Walsh and colleagues chose to avoid the method used in the spinach study? In a 2024 study, Corrine Walsh and colleagues examined whether the composition of soil microbial"
1487028b-5b14-4a74-ba77-84ab65217d04_8,Reading and Writing,Advanced Math,Equivalent Expressions,November 2025 International Form B SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which choice best describes how Aunt Polly is presented in the text? The following text is adapted from Mark Twain's 1876 novel *The Adventures of Tom Sawyer*. Aunt Polly is having dinner with Tom, her mischievous young "
1487028b-5b14-4a74-ba77-84ab65217d04_10,Reading and Writing,Problem-Solving and Data Analysis,Evaluating Statistical Claims,November 2025 International Form B SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which finding, if true, would most directly support the researchers' conclusion? In subtropical Asia, *Apis dorsata* (giant honeybee) plays an essential role in pollinating a wide variety of crops and wild plants. To stu"
1487028b-5b14-4a74-ba77-84ab65217d04_13,Reading and Writing,Problem-Solving and Data Analysis,Percentages,November 2025 International Form B SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which finding, if true, would most directly support the idea that social buffering occurs among *C. helleri*? The presence of other individuals of the same species has been observed to mitigate stress in highly social ma"
1487028b-5b14-4a74-ba77-84ab65217d04_15,Reading and Writing,Problem-Solving and Data Analysis,Evaluating Statistical Claims,November 2025 International Form B SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which choice most logically completes the text? Whereas Joan Lockard's 1984 study of captive gorillas reported more right-handedness than left-handedness, Jane Goodall's 1963 study of wild chimpanzees did not. According "
189b5a24-f2f4-4932-9c4f-36aa310357ed_7,Reading and Writing,Advanced Math,Equivalent Expressions,November 2025 International Form C SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"According to the text, what is someone who professionally evaluates books called? *Notes from a Liar and Her Dog* was Gennifer Choldenkoʼs debut novel. It was published in 2001. A debut novel is the first book that an au"
13cfe765-425a-44bc-b085-25d580925451_8,Reading and Writing,Problem-Solving and Data Analysis,One-Variable Data,November 2025 International Form C SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,Information in the text best supports which statement about Azaraʼs night monkeys? Optimal foraging theory (OFT) holds that animalsʼ foraging behaviors reflect cost-benefit trade-offs that vary by species and with dynami
41223f98-85cf-4192-b791-4708f442a85c_10,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",October 2023 Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"According to the text, why did the team employ a clustering algorithm? Researchers César A. Hidalgo, Elisa Castañer, and Andres Sevtsuk created a computer model to predict the mix of gyms, beauty salons, and other busine"
9ae9a989-b64a-43e1-92a8-37a91043b8ed_7,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",October 2023 Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"According to the text, what is true about the aria “I Got Plenty of Nuthin'”? Known for the albums *Quiet Nights* and *Milestones*, jazz trumpeter Miles Davis collaborated several times with pianist Gil Evans. Their 1958"
087850e1-8e84-43f3-a3da-7bbac01f151f_1,Reading and Writing,Algebra,Linear Inequalities,October 2024 International Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which choice completes the text with the most logical and precise word or phrase? Despite stated claims of global relevance, much major research on income inequality performed in the 2010s suffered from a myopic focus on"
6af96c1c-ea52-4b92-a15c-9c8a703443c6_9,Reading and Writing,Advanced Math,Equivalent Expressions,October 2024 International Form B SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"The author makes which point about the Spanish language? \""Tomato\"" is an example of a loanword—that is, a word that originated in one language and was later adopted by another. The word came to English indirectly from *"
6a1a15f9-d0a0-4f08-967e-0ef33ae8dacf_27,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",October 2024 International Form B SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"The student wants to compare the curviness of the two rivers. Which choice most effectively uses relevant information from the notes to accomplish this goal? While researching a topic, a student has taken the following n"
348385bf-0e3c-48f0-85b8-e84dfdf12196_9,Reading and Writing,Advanced Math,Equivalent Expressions,October 2024 International Form C SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"The author makes which point about the Spanish language? “Cocoa” is an example of a loanword—that is, a word that originated in one language and was later adopted by another. The word came to English indirectly from *cac"
348385bf-0e3c-48f0-85b8-e84dfdf12196_12,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",October 2024 International Form C SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which finding, if true, would most directly support the second research team's hypothesis? Water flowing around an obstruction creates vortices (patterns of swirls) of varying size; by detecting the vortices, fish can de"
348385bf-0e3c-48f0-85b8-e84dfdf12196_15,Reading and Writing,Problem-Solving and Data Analysis,Evaluating Statistical Claims,October 2024 International Form C SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which choice most logically completes the text? Pigments give paints and dyes their color. Ocher is a mineral-based pigment used to make several colors, including red. Red ocher gets its color from iron oxide. Pigments c"
9b403efb-f874-43ce-aa34-29cae02dce8e_8,Reading and Writing,Algebra,Linear Inequalities,October 2024 International Form C SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which statement about the view put forward by “some researchers\"" is best supported by information in the text? <u>Some researchers</u> have characterized the flora and fauna of the South Pacific island of Grande Terre a"
9b403efb-f874-43ce-aa34-29cae02dce8e_9,Reading and Writing,Algebra,Linear Functions,October 2024 International Form C SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which statement about the difrasismo in cuauhtli in ocelotl is most strongly supported by the text? Poetry in Classical Nahuatl, the language of the Aztec Empire, relies on difrasismo, or a parallel noun construction tha"
9b403efb-f874-43ce-aa34-29cae02dce8e_10,Reading and Writing,Problem-Solving and Data Analysis,Percentages,October 2024 International Form C SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which finding, if true, would most directly illustrate the researchers' finding? Vancouver, Canada, has installed engineered structures along 75% of its shoreline to protect infrastructure from storm surges and other haz"
58a4c59d-fca7-49a5-9b86-e225bd9f39fd_10,Reading and Writing,Advanced Math,Equivalent Expressions,October 2024 US Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"The author makes which point about the Spanish language? \""Tomato\"" is an example of a loanword—that is, a word that originated in one language and was later adopted by another. The word came to English indirectly from *"
5d3f0045-ceeb-4690-b839-fe80816d237c_8,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",October 2024 US Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,The text makes which point about the people at the gathering? The following text is from Virginia Woolf's 1919 novel *Night and Day*. The narrator describes a gathering of artists and intellectuals. One person after anot
5d3f0045-ceeb-4690-b839-fe80816d237c_10,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",October 2024 US Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which finding, if true, would most strongly support the researchers conclusion? The utilization of deceptive antipredator displays is well documented in the spotted sandpiper (*Actitis macularius*) and other species of t"
5d3f0045-ceeb-4690-b839-fe80816d237c_11,Reading and Writing,Problem-Solving and Data Analysis,Probability,October 2024 US Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which finding, if true, would provide evidence that the possibility Grasby et al. investigated does occur? Sony's introduction of the PlayStation console in 1994 is an instance of brand extension—the company leveraged it"
5d3f0045-ceeb-4690-b839-fe80816d237c_27,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",October 2024 US Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"The student wants to compare the curviness of the two rivers. Which choice most effectively uses relevant information from the notes to accomplish this goal? While researching a topic, a student has taken the following n"
0b20f63f-7305-47a1-adb9-fcbd5e74a7be_19,Math,Information and Ideas,Command of Evidence,October 2024 US Form A SAT Math Module 1,subject_domain_mismatch;subject_skill_mismatch,Which of the following equations is the most appropriate model for the data shown?
358eadf8-526f-42db-b8ee-227b4cb7d0e5_8,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",October 2024 US Form B SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,The text makes which point about the people at the gathering? The following text is from Virginia Woolf's 1919 novel *Night and Day*. The narrator describes a gathering of artists and intellectuals. One person after anot
358eadf8-526f-42db-b8ee-227b4cb7d0e5_10,Reading and Writing,Advanced Math,Equivalent Expressions,October 2024 US Form B SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which finding, if true, would most strongly support the researchers' conclusion? The utilization of deceptive antipredator displays is well documented in the little ringed plover (*Charadrius dubius*) and other species o"
358eadf8-526f-42db-b8ee-227b4cb7d0e5_11,Reading and Writing,Problem-Solving and Data Analysis,Probability,October 2024 US Form B SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which finding, if true, would provide evidence that the possibility *Grasby et al.* investigated does occur? Honda's introduction of a walk-behind lawnmower in 1978 is an instance of brand extension—the company leveraged"
b05db4ac-dd48-4b3f-b365-b39330c879e5_11,Math,Information and Ideas,Command of Evidence,October 2024 US Form B SAT Math Module 2,subject_domain_mismatch;subject_skill_mismatch,"A certain open star cluster contains M-type stars and K-type stars. The estimated total mass of M-type and K-type stars in this open star cluster is 129,492 quettagrams. The graph shown models the possible combinations o"
262137dd-b309-4356-982d-630e0212b16e_5,Reading and Writing,Algebra,Systems of Linear Equations,October 2024 US Form C SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which choice best describes the overall structure of the text? The San Pedro is just one of approximately three million known historical shipwrecks spread throughout the world's oceans, and their impact on sea life and u"
262137dd-b309-4356-982d-630e0212b16e_9,Reading and Writing,Advanced Math,Equivalent Expressions,October 2024 US Form C SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"The author makes which point about the Spanish language? \""Coyote\"" is an example of a loanword—that is, a word that originated in one language and was later adopted by another. The word came to English indirectly from *"
262137dd-b309-4356-982d-630e0212b16e_12,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",October 2024 US Form C SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which choice best describes data from the graph that support Martinez and colleagues' hypothesis? Auxins are a class of hormones that influence plant growth, including leaf orientation (the tendency of leaves to be large"
262137dd-b309-4356-982d-630e0212b16e_13,Reading and Writing,Problem-Solving and Data Analysis,One-Variable Data,October 2024 US Form C SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,Which choice most logically completes the text? Researchers have noted that people with clinically typical hearing perceive sounds they believe to be meaningful as quieter than sounds of the same volume that they believe
262137dd-b309-4356-982d-630e0212b16e_14,Reading and Writing,Problem-Solving and Data Analysis,Evaluating Statistical Claims,October 2024 US Form C SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which choice most logically completes the text? Evan MacLean and colleagues evaluated behavioral and genetic data from over 14,000 dogs, representing more than 100 breeds, and found that variations in behavior between br"
262137dd-b309-4356-982d-630e0212b16e_25,Reading and Writing,Algebra,Systems of Linear Equations,October 2024 US Form C SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,The student wants to compare the disadvantages of the geothermal systems used at the Wairakei and Traunreut plants. Which choice most effectively uses relevant information from the notes to accomplish this goal? While re
1b5dbecd-2a08-4015-83f5-8ad883233476_5,Reading and Writing,Algebra,Linear Functions,October 2024 US Form C SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which choice completes the text with the most logical and precise word or phrase? Some social scientists say that while a government with effective checks and balances is key to democracy, public understanding of history"
1b5dbecd-2a08-4015-83f5-8ad883233476_6,Reading and Writing,Problem-Solving and Data Analysis,Percentages,October 2024 US Form C SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which choice completes the text with the most logical and precise word or phrase? Although oil shocks such as the 16% rise in oil prices from April to September of 1973 can strongly affect individual consumers, Gbadebo O"
1b5dbecd-2a08-4015-83f5-8ad883233476_7,Reading and Writing,Algebra,Linear Functions,October 2024 US Form C SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which choice best describes the function of the references to “population density\"" and \""average commuting distance\"" in the text as a whole? Copenhagen has high pedestrian traffic, but simply replicating a feature of C"
1b5dbecd-2a08-4015-83f5-8ad883233476_8,Reading and Writing,Problem-Solving and Data Analysis,Percentages,October 2024 US Form C SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Based on the texts, the author of Text 2 would most likely agree with which statement about Byrom and colleagues’ findings (Text 1)? Text 1 In parts of Yukon, Canada, the lynx is a major predator of the arctic ground squ"
1b5dbecd-2a08-4015-83f5-8ad883233476_9,Reading and Writing,Advanced Math,Equivalent Expressions,October 2024 US Form C SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,
1b5dbecd-2a08-4015-83f5-8ad883233476_12,Reading and Writing,Problem-Solving and Data Analysis,Probability,October 2024 US Form C SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which finding, if true, would provide evidence that the possibility Grasby *et al*. investigated does occur? Microsoft's introduction of the Xbox console in 2001 is an instance of brand extension—the company leveraged it"
1b5dbecd-2a08-4015-83f5-8ad883233476_13,Reading and Writing,Problem-Solving and Data Analysis,Two-Variable Data,October 2024 US Form C SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,Which choice most effectively uses data from the graph to complete the statement? Neuroscientist Kiyohito Iigaya and colleagues developed a computational model to predict how much a person will enjoy a particular work of
1b5dbecd-2a08-4015-83f5-8ad883233476_14,Reading and Writing,Algebra,Linear Inequalities,October 2024 US Form C SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which quotation from a literary scholar would most directly support the claim in the underlined portion of the text? Scholars cite *Men of Maize*, the 1949 novel by Guatemalan author Miguel Angel Asturias, as a foundatio"
1b5dbecd-2a08-4015-83f5-8ad883233476_15,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",October 2024 US Form C SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which choice most logically completes the text? As exemplified by Yi songs about the natural environment and Tlingit songs about wildlife encounters, ecological information can be transmitted in Indigenous songs, and in "
1b5dbecd-2a08-4015-83f5-8ad883233476_27,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",October 2024 US Form C SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"The student wants to compare the curviness of the two rivers. Which choice most effectively uses relevant information from the notes to accomplish this goal? While researching a topic, a student has taken the following n"
749328c4-3c9b-4615-9409-c9853a26da34_8,Reading and Writing,Advanced Math,Equivalent Expressions,October 2025 International Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"According to the text, what are New Caledonian crows known for? Humans aren't the only ones who use tools. Other animals also find tools helpful. Octopuses use two halves of a seashell to provide protection or a place to"
749328c4-3c9b-4615-9409-c9853a26da34_10,Reading and Writing,Problem-Solving and Data Analysis,One-Variable Data,October 2025 International Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,Information in the text best supports which statement about OFT? Optimal foraging theory (OFT) holds that animals' foraging behaviors reflect cost-benefit trade-offs that vary by species and with dynamic ecological circu
749328c4-3c9b-4615-9409-c9853a26da34_24,Reading and Writing,Problem-Solving and Data Analysis,Percentages,October 2025 International Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which choice completes the text with the most logical transition? In the West African country of Sierra Leone, the percentage of the population living in cities rose from 40.8% to 42.9% between 2015 and 2020. ______ urba"
87f513aa-a49e-436a-9a4c-c87bd3101b4c_14,Math,Information and Ideas,Command of Evidence,October 2025 International Form A SAT Math Module 1,subject_domain_mismatch;subject_skill_mismatch,"The table gives the average time t, in minutes, it takes Adriana to travel a certain distance d, in miles. Which equation could represent this linear relationship?"
1dcc132a-2f7c-417a-91cd-108d7cd9c930_4,Math,Information and Ideas,Command of Evidence,October 2025 International Form A SAT Math Module 2,subject_domain_mismatch;subject_skill_mismatch,What is an equation of the graph shown?
28e9b4c5-9a72-4d33-891e-e8ad04b471bc_8,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",October 2025 International Form B SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"According to the text, what is the subject of Bellie's research? Musician and astronomer Darsan Swaroop Bellie researches gravitational waves. These invisible waves move very quickly through space. They cannot be viewed "
28e9b4c5-9a72-4d33-891e-e8ad04b471bc_9,Reading and Writing,Problem-Solving and Data Analysis,Percentages,October 2025 International Form B SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, the author would most likely agree with which statement about the Late Devonian mass extinction? The Late Devonian mass extinction happened approximately 365 million years ago when about 75 percent of "
28e9b4c5-9a72-4d33-891e-e8ad04b471bc_11,Reading and Writing,Algebra,Systems of Linear Equations,October 2025 International Form B SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which finding, if true, would most directly support the researcher's claim? A team of public transportation experts in Detroit is creating a new streetcar stop for the Woodward Avenue Streetcar system that will service a"
659cbbc1-2d38-4d45-8ecb-79f43367862e_3,Math,Information and Ideas,Command of Evidence,October 2025 International Form B SAT Math Module 2,subject_domain_mismatch;subject_skill_mismatch,What is an equation of the graph shown?
659cbbc1-2d38-4d45-8ecb-79f43367862e_3,Math,Information and Ideas,Command of Evidence,October 2025 International Form B SAT Math Module 2,subject_domain_mismatch;subject_skill_mismatch,What is an equation of the graph shown?
16ea8fd9-55c6-4baf-a4f8-e83365cf3245_7,Reading and Writing,Problem-Solving and Data Analysis,One-Variable Data,October 2025 US Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,Which choice best states the function of the underlined portion in the text as a whole? Wenheng Zhang and colleagues have explored how convergent evolution—<u>a phenomenon that occurs when the same trait evolves independ
16ea8fd9-55c6-4baf-a4f8-e83365cf3245_10,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",October 2025 US Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"According to the text, where was the National Association of Black Journalists founded? In 1942, Alice Dunnigan began working at the Associated Negro Press and *Chicago Defender*, eventually becoming the first Black woma"
16ea8fd9-55c6-4baf-a4f8-e83365cf3245_11,Reading and Writing,Problem-Solving and Data Analysis,Percentages,October 2025 US Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, what is one likely effect of the change in baleen whale populations over the last century? Baleen whales eat up to 30 percent of their total body mass in krill (tiny shrimplike creatures) per day. So i"
9419dcb9-3471-4777-be13-1ee14db6d1bc_8,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",October 2025 US Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,Information in the text best supports which statement about Zhao et al.'s findings? Scientists study the abundance and the activity ratios (AR)—the relative radioactive decay rates of two isotopes—of uranium (U) isotopes
9419dcb9-3471-4777-be13-1ee14db6d1bc_12,Reading and Writing,Problem-Solving and Data Analysis,Evaluating Statistical Claims,October 2025 US Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which potential finding from another study, if true, would most directly strengthen the team's conclusion? Psychologists Gregory Bryant, Dorsa Amir, and colleagues investigated cross-cultural perceptions of spontaneous ("
cf01151f-6ffa-43f7-96af-aa65491fd154_8,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",September 2025 International Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"According to the text, what is one way that The Antelope Woman differs from most of Erdrich’s work? *Tracks* is a 1988 novel by Ojibwe writer Louise Erdrich. It explores how historical events affect families on a reserva"
e11af9a4-0499-4c66-b721-ff21024ff5d1_9,Reading and Writing,Advanced Math,Equivalent Expressions,September 2025 International Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, why does Miguel accompany his brother to the sisters' house one day? The following text is from Julia Alvarez's 2000 novel *In the Name of Salomé*. The narrator and her sister, daughters of a famous po"
e11af9a4-0499-4c66-b721-ff21024ff5d1_10,Reading and Writing,Advanced Math,Equivalent Expressions,September 2025 International Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"What does the text most strongly suggest about paintings by Demps? Motivated to sell as many paintings as possible, Alfred Hair, an influential figure among the landscape artists known as the Florida Highwaymen, pioneere"
e11af9a4-0499-4c66-b721-ff21024ff5d1_12,Reading and Writing,Advanced Math,Equivalent Expressions,September 2025 International Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Assuming that the Volga and Don basins supported similarly sized hunter-gatherer populations 6,500-8,000 years ago, which finding, if true, would most directly support Courel and colleagues’ explanation? Blandine Courel "
8e440f6e-2b73-40f7-a2ba-12f834f2422e_14,Math,Information and Ideas,Command of Evidence,September 2025 International Form A SAT Math Module 1,subject_domain_mismatch;subject_skill_mismatch,"The graph of -6x+4.4y=-660 in the xy-plane has intercepts at (a,0) and (0,b). What is the value of ab?"
ea42af8e-0812-4d54-a254-797255665265_9,Reading and Writing,Advanced Math,Equivalent Expressions,September 2025 International Form B SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which choice best states the main topic of the text? When people think of dinosaurs with feathers, they typically think of winged dinosaurs, such as the bat-like *Yi qi*. However, many dinosaurs that didn’t have wings al"
ea42af8e-0812-4d54-a254-797255665265_10,Reading and Writing,Advanced Math,Equivalent Expressions,September 2025 International Form B SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, why does Don Mariano push aside the furniture on the piazza? The following text is from María Amparo Ruiz de Burton’s 1885 novel *The Squatter and the Don.* Don Mariano Alamar was silently walking up a"
ea42af8e-0812-4d54-a254-797255665265_13,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",September 2025 International Form B SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which statement, if true, would best illustrate the challenge described in the text? A creole language is an amalgam of a lexifier, or primary contributor of grammar and vocabulary, with one or more substrates, or second"
75f601af-f444-4475-b27a-742fda616d9b_12,Reading and Writing,Geometry and Trigonometry,Area and Volume,September 2025 International Form B SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Which statement, if true, would most strongly support Wade’s argument? In medieval England, singers and minstrels made livings as traveling performers, but the pieces they performed have been a mystery, thought to be los"
75f601af-f444-4475-b27a-742fda616d9b_13,Reading and Writing,Advanced Math,Equivalent Expressions,September 2025 International Form B SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, which finding, if true, would best account for the discrepancy Etta-Nkwelle observed? Economists have demonstrated that herding—in which individuals converge on the same action by imitating the economi"
2c075bfa-775c-45f6-b974-0ac7c4fdc195_7,Reading and Writing,Algebra,Linear Functions,September 2025 US Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,Which choice best describes the function of the underlined sentence? A microgenre is a specialized genre consisting of a comparatively small number of stylistically similar artists. The microgenre of electronic music kno
2c075bfa-775c-45f6-b974-0ac7c4fdc195_9,Reading and Writing,Problem-Solving and Data Analysis,Percentages,September 2025 US Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Based on the text, the author would most likely agree with which statement about Tokyo's \""high population density\""? Tokyo has high pedestrian traffic, but other cities cannot increase their pedestrian traffic simply by"
2c075bfa-775c-45f6-b974-0ac7c4fdc195_10,Reading and Writing,Problem-Solving and Data Analysis,One-Variable Data,September 2025 US Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"According to the text, what did Protas and colleagues focus on in their study? Meredith E. Protas and colleagues have explored how convergent evolution—a phenomenon that occurs when the same trait evolves independently i"
2c075bfa-775c-45f6-b974-0ac7c4fdc195_13,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",September 2025 US Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which finding, if true, would most directly support the researchers' conclusion? Nautilids are marine mollusks that begin growing their shells before emerging from their eggs and continue to add shell segments throughout"
2c075bfa-775c-45f6-b974-0ac7c4fdc195_14,Reading and Writing,Problem-Solving and Data Analysis,Evaluating Statistical Claims,September 2025 US Form A SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Assuming participants had similar baseline fitness levels, which finding from the study, if true, would most strongly suggest that positive feedback had the predicted psychological effect but not the predicted physical e"
8a23ade7-9b24-42cf-ad70-6f233213e3cd_7,Reading and Writing,Algebra,Systems of Linear Equations,September 2025 US Form A SAT English Module 2,subject_domain_mismatch;subject_skill_mismatch,Information in the text best supports which statement about recommender systems? R.D. Lawrence et al. found that a recommender system (RS)—an algorithm that generates personalized product suggestions for online shoppers—
1fc2cc40-1a64-44a1-8ebe-eca45e868415_19,Math,Information and Ideas,Command of Evidence,September 2025 US Form A SAT Math Module 1,subject_domain_mismatch;subject_skill_mismatch,What is the y -intercept of the graph of $y=6^{x}+12$ in the xy -plane?
a45480a1-becb-48bd-a285-d5366355b085_10,Reading and Writing,Problem-Solving and Data Analysis,One-Variable Data,September 2025 US Form B SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,Information in the text best supports which statement about OFT? Optimal foraging theory (OFT) holds that animals' foraging behaviors reflect cost-benefit trade-offs that vary by species and with dynamic ecological circu
a45480a1-becb-48bd-a285-d5366355b085_14,Reading and Writing,Problem-Solving and Data Analysis,"Ratios, Rates, Proportions, and Units",September 2025 US Form B SAT English Module 1,subject_domain_mismatch;subject_skill_mismatch,"Which choice most effectively uses data from the table to complete the statement? Studies have found that when looking at other people’s eyes, humans tend to perceive dilated pupils positively and constricted pupils nega"
